S06-A41,P2_5,Unknown,1,tetG_F,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A42,P2_5,Unknown,1,tetG_F,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A43,P2_5,Unknown,1,intI1F165_clinical,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A44,P2_5,Unknown,1,intI1F165_clinical,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A45,P2_5,Unknown,1,intI1F165_clinical,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A46,P2_5,Unknown,1,tnpA2,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A47,P2_5,Unknown,1,tnpA2,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A48,P2_5,Unknown,1,tnpA2,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A54,P2_5,Unknown,1,tetH,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A53,P2_5,Unknown,1,tetH,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A52,P2_5,Unknown,1,tetH,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A51,P2_5,Unknown,1,aadD,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A50,P2_5,Unknown,1,aadD,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A49,P2_5,Unknown,1,aadD,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A60,P2_5,Unknown,1,tnpA3,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A59,P2_5,Unknown,1,tnpA3,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A58,P2_5,Unknown,1,tnpA3,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A57,P2_5,Unknown,1,lnuA,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A56,P2_5,Unknown,1,lnuA,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A55,P2_5,Unknown,1,lnuA,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A66,P2_5,Unknown,1,tetL,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A65,P2_5,Unknown,1,tetL,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A64,P2_5,Unknown,1,tetL,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A63,P2_5,Unknown,1,aphA3,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A62,P2_5,Unknown,1,aphA3,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A61,P2_5,Unknown,1,aphA3,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A72,P2_5,Unknown,1,tnpA5,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A71,P2_5,Unknown,1,tnpA5,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A70,P2_5,Unknown,1,tnpA5,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A69,P2_5,Unknown,1,IS1247,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A68,P2_5,Unknown,1,IS1247,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A67,P2_5,Unknown,1,IS1247,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A78,P2_5,Unknown,1,tetM,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A77,P2_5,Unknown,1,tetM,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A76,P2_5,Unknown,1,tetM,Test,999,-1,0,Flag,0.006309029,63.92200614,999,1,W1.1
S06-A75,P2_5,Unknown,1,cadC,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A74,P2_5,Unknown,1,cadC,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A73,P2_5,Unknown,1,cadC,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A84,P2_5,Unknown,1,tnpA6,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A83,P2_5,Unknown,1,tnpA6,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A82,P2_5,Unknown,1,tnpA6,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A81,P2_5,Unknown,1,IS6100,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A80,P2_5,Unknown,1,IS6100,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A79,P2_5,Unknown,1,IS6100,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A90,P2_5,Unknown,1,tetT,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A89,P2_5,Unknown,1,tetT,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A88,P2_5,Unknown,1,tetT,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
